,date,YYYYMMDD,HH,DD,FH,FF,FX,T,T10N,TD,SQ,Q,DR,RH,P,VV,N,U,WW,IX,M,R,S,O,Y,AT,DAF,Day-ahead Price [EUR/MWh]
0,2019-01-01 01:00:00,20190101,1,230,30,20,60,79,,63,0,0,0,0,10309,36,8.0,89,10.0,7,0,0,0,0,0,43292.0,45841.0,27.2
1,2019-01-01 02:00:00,20190101,2,250,30,30,70,84,,56,0,0,0,0,10306,41,8.0,82,10.0,7,0,0,0,0,0,42759.0,44191.0,27.3
2,2019-01-01 03:00:00,20190101,3,250,40,40,90,84,,57,0,0,0,0,10301,57,8.0,83,10.0,7,0,0,0,0,0,41415.0,42844.0,30.1
3,2019-01-01 04:00:00,20190101,4,250,40,40,80,82,,56,0,0,0,0,10293,62,8.0,83,,5,0,0,0,0,0,40129.0,42309.0,20.87
4,2019-01-01 05:00:00,20190101,5,260,40,40,90,84,,53,0,0,0,0,10289,71,8.0,80,,5,0,0,0,0,0,39065.0,42615.0,25.56
5,2019-01-01 06:00:00,20190101,6,260,50,50,100,86,76.0,55,0,0,0,0,10285,71,8.0,80,,5,0,0,0,0,0,39073.0,44341.0,25.58
6,2019-01-01 07:00:00,20190101,7,260,50,50,100,88,,59,0,0,0,0,10283,64,8.0,82,,5,0,0,0,0,0,40279.0,49066.0,25.81
7,2019-01-01 08:00:00,20190101,8,260,50,40,100,80,,73,0,0,0,-1,10284,39,8.0,95,52.0,7,0,1,0,0,0,41635.0,56590.0,29.9
8,2019-01-01 09:00:00,20190101,9,270,50,40,90,82,,77,0,2,10,2,10285,47,8.0,96,58.0,7,0,1,0,0,0,42773.0,63730.0,26.33
9,2019-01-01 10:00:00,20190101,10,290,40,40,80,85,,81,0,6,10,2,10284,42,8.0,97,58.0,7,0,1,0,0,0,44201.0,67239.0,26.38
10,2019-01-01 11:00:00,20190101,11,300,30,30,90,89,,75,0,24,0,-1,10282,63,8.0,90,23.0,7,0,1,0,0,0,46156.0,68713.0,29.9
11,2019-01-01 12:00:00,20190101,12,300,40,40,80,87,79.0,60,0,38,0,0,10283,66,8.0,83,2.0,7,0,0,0,0,0,47560.0,69062.0,34.9
12,2019-01-01 13:00:00,20190101,13,310,40,50,90,90,,45,2,46,0,0,10287,64,7.0,73,,5,0,0,0,0,0,48842.0,68870.0,35.8
13,2019-01-01 14:00:00,20190101,14,320,50,60,110,86,,34,7,50,0,0,10293,67,8.0,69,,5,0,0,0,0,0,49570.0,68663.0,40.4
14,2019-01-01 15:00:00,20190101,15,320,50,50,110,79,,41,2,10,0,-1,10296,69,7.0,77,23.0,7,0,1,0,0,0,50002.0,68813.0,34.15
15,2019-01-01 16:00:00,20190101,16,320,40,50,90,75,,28,0,1,0,-1,10296,69,7.0,72,23.0,7,0,1,0,0,0,50447.0,68759.0,31.0
16,2019-01-01 17:00:00,20190101,17,320,50,50,140,69,,21,0,0,0,-1,10304,70,4.0,71,23.0,7,0,1,0,0,0,52526.0,69141.0,30.0
17,2019-01-01 18:00:00,20190101,18,320,50,60,120,69,57.0,16,0,0,0,-1,10306,69,8.0,69,23.0,7,0,1,0,0,0,56392.0,70892.0,34.3
18,2019-01-01 19:00:00,20190101,19,320,50,40,120,58,,18,0,0,0,-1,10314,75,8.0,75,23.0,7,0,1,0,0,0,56085.0,67326.0,30.5
19,2019-01-01 20:00:00,20190101,20,330,50,50,100,67,,-4,0,0,0,0,10319,68,8.0,60,,5,0,0,0,0,0,54982.0,64513.0,32.0
20,2019-01-01 21:00:00,20190101,21,340,50,50,120,65,,-11,0,0,0,0,10326,69,8.0,58,2.0,7,0,0,0,0,0,53136.0,61882.0,32.0
21,2019-01-01 22:00:00,20190101,22,330,40,40,100,62,,-12,0,0,0,0,10327,69,6.0,58,,5,0,0,0,0,0,50612.0,58698.0,27.34
22,2019-01-01 23:00:00,20190101,23,340,40,30,100,56,,-6,0,0,0,-1,10332,66,7.0,64,51.0,7,0,1,0,0,0,47763.0,54537.0,27.4
23,2019-01-02 00:00:00,20190101,24,330,40,50,90,57,45.0,1,0,0,0,-1,10335,65,2.0,66,23.0,7,0,1,0,0,0,44634.0,50780.0,23.79
24,2019-01-02 01:00:00,20190102,1,340,40,40,90,55,,-12,0,0,0,0,10341,67,1.0,62,,5,0,0,0,0,0,42424.0,47880.0,25.07
25,2019-01-02 02:00:00,20190102,2,330,40,40,80,57,,-7,0,0,0,-1,10346,66,6.0,63,22.0,7,0,1,0,0,0,40973.0,45718.0,23.19
26,2019-01-02 03:00:00,20190102,3,340,40,40,100,61,,-10,0,0,0,0,10348,67,7.0,60,3.0,7,0,0,0,0,0,39959.0,44113.0,25.03
27,2019-01-02 04:00:00,20190102,4,330,40,50,100,60,,-5,0,0,0,0,10347,67,6.0,62,,5,0,0,0,0,0,39539.0,43656.0,24.76
28,2019-01-02 05:00:00,20190102,5,340,50,60,110,62,,-2,0,0,0,0,10350,68,7.0,63,,5,0,0,0,0,0,39976.0,43974.0,24.91
29,2019-01-02 06:00:00,20190102,6,340,50,40,130,49,43.0,21,0,0,3,1,10355,67,8.0,82,23.0,7,0,1,0,0,0,42134.0,45621.0,25.98
30,2019-01-02 07:00:00,20190102,7,340,30,30,70,49,,15,0,0,0,-1,10363,67,7.0,78,51.0,7,0,1,0,0,0,47544.0,50469.0,22.58
31,2019-01-02 08:00:00,20190102,8,340,40,40,100,49,,19,0,0,1,1,10368,70,8.0,81,23.0,7,0,1,0,0,0,53949.0,58354.0,41.92
32,2019-01-02 09:00:00,20190102,9,340,40,50,80,54,,18,0,7,0,-1,10373,72,8.0,77,22.0,7,0,1,0,0,0,59891.0,65471.0,47.95
33,2019-01-02 10:00:00,20190102,10,320,40,30,70,56,,23,2,20,0,-1,10378,71,7.0,79,22.0,7,0,1,0,0,0,63218.0,68343.0,49.9
34,2019-01-02 11:00:00,20190102,11,330,40,30,90,58,,22,0,23,0,0,10378,66,8.0,77,,5,0,0,0,0,0,64216.0,69494.0,50.0
35,2019-01-02 12:00:00,20190102,12,330,40,40,80,63,36.0,19,0,30,0,0,10377,66,8.0,73,2.0,7,0,0,0,0,0,64369.0,67194.0,49.7
36,2019-01-02 13:00:00,20190102,13,340,40,40,80,67,,12,2,38,0,0,10378,68,8.0,68,,5,0,0,0,0,0,64308.0,68938.0,48.16
37,2019-01-02 14:00:00,20190102,14,340,40,30,90,60,,18,3,27,0,0,10381,71,8.0,74,,5,0,0,0,0,0,64717.0,68515.0,47.24
38,2019-01-02 15:00:00,20190102,15,340,30,30,60,60,,16,2,13,0,0,10385,67,7.0,73,,5,0,0,0,0,0,65071.0,68356.0,46.1
39,2019-01-02 16:00:00,20190102,16,340,30,30,60,58,,11,0,2,0,0,10387,70,8.0,71,,5,0,0,0,0,0,65192.0,68949.0,43.86
40,2019-01-02 17:00:00,20190102,17,320,20,20,40,53,,16,0,0,0,0,10392,68,8.0,76,,5,0,0,0,0,0,67091.0,70334.0,43.64
41,2019-01-02 18:00:00,20190102,18,340,30,30,60,53,48.0,15,0,0,0,0,10393,70,8.0,76,,5,0,0,0,0,0,70537.0,73387.0,47.37
42,2019-01-02 19:00:00,20190102,19,330,20,20,50,51,,11,0,0,0,0,10397,74,8.0,75,,5,0,0,0,0,0,67281.0,69975.0,46.08
43,2019-01-02 20:00:00,20190102,20,320,20,20,60,49,,17,0,0,0,0,10398,73,8.0,79,,5,0,0,0,0,0,64597.0,65990.0,41.08
44,2019-01-02 21:00:00,20190102,21,330,20,20,40,46,,16,0,0,0,0,10395,75,8.0,80,,5,0,0,0,0,0,61416.0,63128.0,34.94
45,2019-01-02 22:00:00,20190102,22,280,10,10,30,43,,17,0,0,0,0,10392,70,8.0,83,,5,0,0,0,0,0,57620.0,60459.0,25.46
46,2019-01-02 23:00:00,20190102,23,310,20,20,30,45,,14,0,0,0,0,10393,71,8.0,80,,5,0,0,0,0,0,53669.0,55908.0,27.09
47,2019-01-03 00:00:00,20190102,24,320,20,20,40,46,36.0,15,0,0,0,0,10394,75,8.0,80,,5,0,0,0,0,0,50071.0,51444.0,28.51
48,2019-01-03 01:00:00,20190103,1,310,20,20,30,41,,17,0,0,0,0,10395,70,8.0,84,,5,0,0,0,0,0,46873.0,48685.0,27.74
49,2019-01-03 02:00:00,20190103,2,310,20,10,30,39,,18,0,0,0,0,10399,70,8.0,86,,5,0,0,0,0,0,44770.0,46120.0,25.76
50,2019-01-03 03:00:00,20190103,3,290,10,10,30,38,,18,0,0,0,0,10398,70,8.0,87,,5,0,0,0,0,0,43703.0,43828.0,21.1
51,2019-01-03 04:00:00,20190103,4,280,20,10,30,39,,16,0,0,0,0,10395,70,8.0,85,,5,0,0,0,0,0,43470.0,42868.0,23.6
52,2019-01-03 05:00:00,20190103,5,290,20,20,30,39,,17,0,0,0,0,10393,70,8.0,85,,5,0,0,0,0,0,43706.0,43364.0,25.31
53,2019-01-03 06:00:00,20190103,6,310,10,20,30,37,27.0,17,0,0,0,0,10395,70,8.0,86,,5,0,0,0,0,0,45472.0,45257.0,25.68
54,2019-01-03 07:00:00,20190103,7,310,20,20,30,32,,15,0,0,0,0,10395,70,7.0,88,,5,0,0,0,0,0,50892.0,51135.0,27.45
55,2019-01-03 08:00:00,20190103,8,310,20,10,30,26,,15,0,0,0,0,10399,65,8.0,92,,5,0,0,0,0,0,57729.0,60245.0,37.0
56,2019-01-03 09:00:00,20190103,9,310,20,20,30,37,,19,0,9,0,0,10403,70,8.0,87,,5,0,0,0,0,0,63525.0,68981.0,39.9
57,2019-01-03 10:00:00,20190103,10,300,20,20,40,45,,23,0,26,0,-1,10404,70,8.0,85,22.0,7,0,1,0,0,0,66116.0,73174.0,43.1
58,2019-01-03 11:00:00,20190103,11,320,20,30,40,55,,21,5,55,0,0,10401,75,2.0,78,,5,0,0,0,0,0,67857.0,75124.0,43.2
59,2019-01-03 12:00:00,20190103,12,330,30,30,60,65,12.0,12,8,80,0,0,10396,80,7.0,68,3.0,7,0,0,0,0,0,68874.0,76023.0,45.0
60,2019-01-03 13:00:00,20190103,13,350,30,30,70,61,,17,2,45,0,0,10398,75,8.0,73,,5,0,0,0,0,0,68519.0,75679.0,41.4
61,2019-01-03 14:00:00,20190103,14,340,30,20,60,61,,20,5,43,0,-1,10397,75,6.0,74,23.0,7,0,1,0,0,0,68572.0,75970.0,42.8
62,2019-01-03 15:00:00,20190103,15,330,30,30,60,62,,23,10,36,0,0,10400,75,8.0,76,3.0,7,0,0,0,0,0,68051.0,76025.0,39.4
63,2019-01-03 16:00:00,20190103,16,320,20,20,50,43,,20,0,2,0,0,10403,70,8.0,84,,5,0,0,0,0,0,67718.0,76215.0,37.0
64,2019-01-03 17:00:00,20190103,17,310,20,20,30,27,,17,0,0,0,0,10403,65,8.0,93,,5,0,0,0,0,0,68865.0,76814.0,43.1
65,2019-01-03 18:00:00,20190103,18,300,20,20,40,38,3.0,21,0,0,0,-1,10403,70,8.0,88,81.0,7,0,1,0,0,0,71647.0,78864.0,59.9
66,2019-01-03 19:00:00,20190103,19,310,20,20,30,27,,16,0,0,0,-1,10400,65,3.0,92,23.0,7,0,1,0,0,0,68148.0,73035.0,36.67
67,2019-01-03 20:00:00,20190103,20,310,20,20,40,31,,24,0,0,0,0,10405,65,7.0,94,,5,0,0,0,0,0,65418.0,68161.0,41.7
68,2019-01-03 21:00:00,20190103,21,310,10,20,30,28,,18,0,0,0,0,10403,65,8.0,93,3.0,7,0,0,0,0,0,62213.0,65469.0,47.36
69,2019-01-03 22:00:00,20190103,22,290,20,20,30,26,,19,0,0,0,0,10402,65,8.0,95,,5,0,0,0,0,0,58401.0,61677.0,35.8
70,2019-01-03 23:00:00,20190103,23,310,10,10,20,29,,23,0,0,0,0,10400,65,8.0,95,,5,0,0,0,0,0,54340.0,57348.0,35.1
71,2019-01-04 00:00:00,20190103,24,320,10,10,30,34,5.0,26,0,0,0,0,10400,65,8.0,94,2.0,7,0,0,0,0,0,50879.0,52938.0,35.1
72,2019-01-04 01:00:00,20190104,1,290,10,20,30,34,,26,0,0,0,0,10399,65,8.0,94,,5,0,0,0,0,0,47598.0,50794.0,32.4
73,2019-01-04 02:00:00,20190104,2,280,20,20,30,23,,19,0,0,0,0,10402,62,8.0,96,,5,0,0,0,0,0,45416.0,48366.0,27.8
74,2019-01-04 03:00:00,20190104,3,310,20,20,30,34,,31,0,0,0,-1,10400,27,8.0,97,51.0,7,0,1,0,0,0,43884.0,46876.0,31.0
75,2019-01-04 04:00:00,20190104,4,290,10,10,30,35,,33,0,0,0,-1,10394,50,8.0,98,51.0,7,0,1,0,0,0,43487.0,46120.0,28.0
76,2019-01-04 05:00:00,20190104,5,290,20,10,30,36,,33,0,0,0,-1,10391,60,8.0,97,22.0,7,0,1,0,0,0,43657.0,46119.0,27.47
77,2019-01-04 06:00:00,20190104,6,290,20,20,40,39,8.0,28,0,0,0,-1,10389,65,8.0,92,22.0,7,0,1,0,0,0,45496.0,47832.0,27.9
78,2019-01-04 07:00:00,20190104,7,280,20,20,40,43,,26,0,0,0,-1,10385,70,8.0,88,23.0,7,0,1,0,0,0,51051.0,53430.0,28.97
79,2019-01-04 08:00:00,20190104,8,270,30,20,60,46,,24,0,0,0,0,10391,64,8.0,85,,5,0,0,0,0,0,58050.0,62587.0,33.59
80,2019-01-04 09:00:00,20190104,9,280,30,30,60,48,,23,0,2,0,0,10390,62,8.0,83,2.0,7,0,0,0,0,0,64039.0,74613.0,40.45
81,2019-01-04 10:00:00,20190104,10,280,30,30,60,48,,23,0,5,0,0,10384,61,8.0,84,,5,0,0,0,0,0,66562.0,73347.0,41.97
82,2019-01-04 11:00:00,20190104,11,280,40,40,70,50,,21,0,7,0,0,10377,70,8.0,81,,5,0,0,0,0,0,67499.0,74624.0,44.91
83,2019-01-04 12:00:00,20190104,12,300,30,40,80,53,35.0,21,0,10,0,0,10370,75,8.0,79,2.0,7,0,0,0,0,0,67728.0,74144.0,49.0
84,2019-01-04 13:00:00,20190104,13,270,30,30,70,54,,20,0,8,0,0,10365,75,8.0,78,,5,0,0,0,0,0,67125.0,73477.0,46.04
85,2019-01-04 14:00:00,20190104,14,280,30,30,60,55,,25,0,5,0,0,10362,74,8.0,80,,5,0,0,0,0,0,67433.0,73523.0,47.5
86,2019-01-04 15:00:00,20190104,15,300,30,30,60,60,,27,0,2,0,0,10363,70,8.0,79,,5,0,0,0,0,0,67446.0,73779.0,47.32
87,2019-01-04 16:00:00,20190104,16,310,30,30,70,60,,29,0,0,0,0,10358,67,8.0,80,,5,0,0,0,0,0,67234.0,74139.0,48.8
88,2019-01-04 17:00:00,20190104,17,310,30,20,60,62,,32,0,0,0,0,10356,70,8.0,81,,5,0,0,0,0,0,67986.0,75386.0,48.8
89,2019-01-04 18:00:00,20190104,18,310,20,20,40,62,51.0,36,0,0,0,0,10354,66,8.0,83,,5,0,0,0,0,0,70760.0,77876.0,52.4
90,2019-01-04 19:00:00,20190104,19,290,20,20,60,63,,39,0,0,0,0,10350,66,8.0,84,,5,0,0,0,0,0,67679.0,73974.0,49.96
91,2019-01-04 20:00:00,20190104,20,290,20,20,50,63,,38,0,0,0,0,10352,68,8.0,83,,5,0,0,0,0,0,65089.0,71659.0,46.73
92,2019-01-04 21:00:00,20190104,21,300,20,20,40,62,,38,0,0,0,0,10351,67,8.0,84,,5,0,0,0,0,0,61906.0,69121.0,41.57
93,2019-01-04 22:00:00,20190104,22,320,30,30,50,58,,44,0,0,0,0,10349,57,8.0,90,10.0,7,0,0,0,0,0,58282.0,64899.0,37.09
94,2019-01-04 23:00:00,20190104,23,290,20,30,50,63,,38,0,0,0,0,10342,70,8.0,84,,5,0,0,0,0,0,53982.0,59862.0,33.92
95,2019-01-05 00:00:00,20190104,24,290,30,30,60,65,55.0,43,0,0,0,0,10339,70,8.0,85,,5,0,0,0,0,0,50686.0,55382.0,31.5
96,2019-01-05 01:00:00,20190105,1,300,30,30,70,63,,59,0,0,0,0,10336,27,8.0,97,10.0,7,0,0,0,0,0,47411.0,50859.0,17.1
97,2019-01-05 02:00:00,20190105,2,310,30,30,60,67,,65,0,0,5,1,10335,30,8.0,98,81.0,7,0,1,0,0,0,45180.0,48179.0,11.73
98,2019-01-05 03:00:00,20190105,3,320,30,40,80,71,,66,0,0,2,1,10328,64,8.0,96,23.0,7,0,1,0,0,0,43831.0,46576.0,6.86
99,2019-01-05 04:00:00,20190105,4,320,40,50,90,76,,58,0,0,0,0,10326,70,8.0,88,,5,0,0,0,0,0,43294.0,46077.0,0.55
100,2019-01-05 05:00:00,20190105,5,320,50,40,90,76,,55,0,0,0,0,10322,70,8.0,86,,5,0,0,0,0,0,43386.0,46473.0,34.0
101,2019-01-05 06:00:00,20190105,6,320,60,60,130,78,61.0,43,0,0,0,0,10321,75,8.0,78,2.0,7,0,0,0,0,0,45324.0,48508.0,26.77
102,2019-01-05 07:00:00,20190105,7,310,50,40,100,76,,43,0,0,0,0,10322,75,8.0,79,,5,0,0,0,0,0,50733.0,53878.0,29.6
103,2019-01-05 08:00:00,20190105,8,320,40,40,80,77,,44,0,0,0,0,10324,75,8.0,79,,5,0,0,0,0,0,56907.0,61832.0,39.9
104,2019-01-05 09:00:00,20190105,9,310,40,40,80,78,,45,0,2,0,0,10327,75,8.0,80,,5,0,0,0,0,0,63006.0,68956.0,40.99
105,2019-01-05 10:00:00,20190105,10,330,40,40,110,79,,44,0,4,0,0,10328,66,8.0,78,,5,0,0,0,0,0,65712.0,71659.0,38.06
106,2019-01-05 11:00:00,20190105,11,330,50,50,110,79,,44,0,14,0,0,10326,75,8.0,78,,5,0,0,0,0,0,66632.0,72691.0,39.4
107,2019-01-05 12:00:00,20190105,12,320,50,50,90,74,71.0,50,0,14,0,0,10322,68,8.0,84,,5,0,0,0,0,0,66740.0,72412.0,39.4
108,2019-01-05 13:00:00,20190105,13,320,40,40,90,73,,47,0,12,0,-1,10320,70,8.0,83,22.0,7,0,1,0,0,0,66192.0,71836.0,41.69
109,2019-01-05 14:00:00,20190105,14,300,40,30,80,75,,43,0,12,0,0,10322,73,8.0,80,,5,0,0,0,0,0,66231.0,71281.0,47.0
110,2019-01-05 15:00:00,20190105,15,300,40,40,80,75,,46,0,11,0,0,10323,70,7.0,81,1.0,7,0,0,0,0,0,65952.0,70803.0,44.08
111,2019-01-05 16:00:00,20190105,16,320,30,30,70,69,,49,0,2,0,0,10325,70,8.0,87,,5,0,0,0,0,0,65771.0,70475.0,47.1
112,2019-01-05 17:00:00,20190105,17,300,30,30,60,69,,49,0,0,0,0,10325,70,8.0,87,,5,0,0,0,0,0,66711.0,70988.0,47.77
113,2019-01-05 18:00:00,20190105,18,300,30,30,60,67,64.0,51,0,0,0,-1,10327,61,8.0,89,22.0,7,0,1,0,0,0,69614.0,73559.0,56.35
114,2019-01-05 19:00:00,20190105,19,290,30,30,70,63,,52,0,0,0,-1,10326,60,8.0,92,22.0,7,0,1,0,0,0,66915.0,69681.0,57.42
115,2019-01-05 20:00:00,20190105,20,290,40,40,80,60,,54,0,0,1,1,10326,58,8.0,95,51.0,7,0,1,0,0,0,63869.0,66272.0,53.99
116,2019-01-05 21:00:00,20190105,21,300,30,30,80,59,,53,0,0,0,-1,10327,65,8.0,96,23.0,7,0,1,0,0,0,60601.0,62911.0,42.36
117,2019-01-05 22:00:00,20190105,22,280,20,20,50,60,,47,0,0,0,0,10329,65,8.0,91,,5,0,0,0,0,0,56707.0,58811.0,39.9
118,2019-01-05 23:00:00,20190105,23,300,30,30,50,60,,44,0,0,0,-1,10330,56,8.0,89,51.0,7,0,1,0,0,0,52977.0,54460.0,39.97
119,2019-01-06 00:00:00,20190105,24,290,30,30,60,57,51.0,41,0,0,0,-1,10326,70,7.0,89,23.0,7,0,1,0,0,0,49892.0,50898.0,36.27
120,2019-01-06 01:00:00,20190106,1,290,30,20,60,58,,43,0,0,0,0,10327,70,8.0,89,,5,0,0,0,0,0,47067.0,50110.0,29.45
121,2019-01-06 02:00:00,20190106,2,300,20,20,50,60,,41,0,0,0,0,10331,70,8.0,87,,5,0,0,0,0,0,44542.0,47260.0,28.55
122,2019-01-06 03:00:00,20190106,3,270,20,20,40,60,,39,0,0,0,0,10330,70,8.0,86,,5,0,0,0,0,0,42972.0,45316.0,28.18
123,2019-01-06 04:00:00,20190106,4,270,20,20,40,57,,39,0,0,0,0,10325,70,7.0,88,,5,0,0,0,0,0,42078.0,44382.0,28.93
124,2019-01-06 05:00:00,20190106,5,270,20,20,40,57,,39,0,0,0,0,10323,70,8.0,88,,5,0,0,0,0,0,41858.0,43932.0,29.18
125,2019-01-06 06:00:00,20190106,6,280,20,20,40,57,46.0,37,0,0,0,0,10323,70,8.0,87,,5,0,0,0,0,0,42477.0,44463.0,29.65
126,2019-01-06 07:00:00,20190106,7,300,20,10,40,58,,35,0,0,0,0,10328,70,8.0,84,,5,0,0,0,0,0,44783.0,46202.0,30.0
127,2019-01-06 08:00:00,20190106,8,300,20,20,40,61,,35,0,0,0,0,10334,70,8.0,83,,5,0,0,0,0,0,48706.0,49977.0,31.36
128,2019-01-06 09:00:00,20190106,9,300,20,20,30,62,,40,2,11,0,-1,10335,70,8.0,85,22.0,7,0,1,0,0,0,53001.0,54600.0,34.19
129,2019-01-06 10:00:00,20190106,10,290,20,20,40,65,,43,2,28,0,-1,10339,63,8.0,85,57.0,7,0,1,0,0,0,56369.0,59394.0,41.11
130,2019-01-06 11:00:00,20190106,11,280,20,20,50,68,,42,0,35,0,-1,10339,70,7.0,83,23.0,7,0,1,0,0,0,58553.0,61989.0,44.0
131,2019-01-06 12:00:00,20190106,12,300,20,30,50,74,51.0,39,3,49,0,0,10339,75,8.0,78,3.0,7,0,0,0,0,0,59009.0,61806.0,43.74
132,2019-01-06 13:00:00,20190106,13,300,30,20,50,71,,32,0,24,0,0,10334,75,8.0,76,,5,0,0,0,0,0,58659.0,61134.0,44.43
133,2019-01-06 14:00:00,20190106,14,310,20,20,50,71,,30,0,17,0,0,10337,75,8.0,75,,5,0,0,0,0,0,57946.0,60087.0,42.9
134,2019-01-06 15:00:00,20190106,15,310,20,20,40,68,,29,0,9,0,0,10339,75,8.0,76,,5,0,0,0,0,0,57489.0,59116.0,38.7
135,2019-01-06 16:00:00,20190106,16,310,10,10,30,65,,27,0,1,0,0,10341,75,8.0,76,,5,0,0,0,0,0,57124.0,59387.0,37.4
136,2019-01-06 17:00:00,20190106,17,320,10,10,30,63,,27,0,0,0,0,10342,75,8.0,77,,5,0,0,0,0,0,58731.0,60847.0,42.4
137,2019-01-06 18:00:00,20190106,18,290,10,10,30,64,55.0,28,0,0,0,0,10344,75,8.0,78,,5,0,0,0,0,0,62735.0,63887.0,46.38
138,2019-01-06 19:00:00,20190106,19,270,10,10,30,62,,27,0,0,0,0,10345,74,8.0,78,,5,0,0,0,0,0,61090.0,60887.0,49.98
139,2019-01-06 20:00:00,20190106,20,290,10,10,30,61,,30,0,0,0,0,10346,72,8.0,80,,5,0,0,0,0,0,58912.0,58268.0,45.9
140,2019-01-06 21:00:00,20190106,21,280,10,10,20,59,,34,0,0,0,0,10347,68,8.0,83,,5,0,0,0,0,0,56251.0,55474.0,40.9
141,2019-01-06 22:00:00,20190106,22,260,10,10,20,54,,37,0,0,0,0,10347,65,8.0,88,,5,0,0,0,0,0,53129.0,52362.0,33.69
142,2019-01-06 23:00:00,20190106,23,250,10,10,20,50,,34,0,0,0,0,10348,64,8.0,89,,5,0,0,0,0,0,50426.0,50221.0,36.26
143,2019-01-07 00:00:00,20190106,24,250,10,10,20,31,10.0,21,0,0,0,0,10349,58,4.0,93,10.0,7,0,0,0,0,0,47763.0,47730.0,29.03
144,2019-01-07 01:00:00,20190107,1,230,10,10,30,12,,9,0,0,0,0,10344,11,1.0,98,10.0,7,0,0,0,0,0,45475.0,45995.0,21.87
145,2019-01-07 02:00:00,20190107,2,210,10,20,20,9,,7,0,0,0,0,10345,20,7.0,98,20.0,7,1,0,0,0,0,43585.0,44080.0,15.98
146,2019-01-07 03:00:00,20190107,3,260,10,10,20,11,,8,0,0,0,0,10346,26,8.0,98,10.0,7,0,0,0,0,0,41846.0,42659.0,15.99
147,2019-01-07 04:00:00,20190107,4,230,10,20,20,22,,19,0,0,0,0,10339,44,8.0,98,10.0,7,0,0,0,0,0,41126.0,41587.0,14.0
148,2019-01-07 05:00:00,20190107,5,240,20,20,30,39,,33,0,0,0,0,10334,63,8.0,96,,5,0,0,0,0,0,40976.0,41004.0,12.51
149,2019-01-07 06:00:00,20190107,6,230,20,20,40,57,-14.0,36,0,0,0,0,10332,66,8.0,86,2.0,7,0,0,0,0,0,41453.0,41127.0,13.21
150,2019-01-07 07:00:00,20190107,7,230,30,30,50,61,,42,0,0,0,0,10328,60,8.0,87,,5,0,0,0,0,0,42742.0,42241.0,12.17
151,2019-01-07 08:00:00,20190107,8,230,30,30,50,63,,54,0,0,0,0,10325,56,8.0,94,10.0,7,0,0,0,0,0,44892.0,43997.0,13.02
152,2019-01-07 09:00:00,20190107,9,230,30,30,50,68,,58,0,3,0,-1,10321,58,8.0,93,23.0,7,0,1,0,0,0,47931.0,46957.0,24.46
153,2019-01-07 10:00:00,20190107,10,220,30,40,60,74,,64,0,10,0,0,10315,58,8.0,93,10.0,7,0,0,0,0,0,50391.0,50377.0,30.0
154,2019-01-07 11:00:00,20190107,11,230,30,30,70,80,,68,0,20,0,0,10310,58,8.0,92,10.0,7,0,0,0,0,0,51981.0,53149.0,29.74
155,2019-01-07 12:00:00,20190107,12,220,40,40,70,81,51.0,76,0,18,0,-1,10299,47,8.0,96,23.0,7,0,1,0,0,0,52438.0,54500.0,29.91
156,2019-01-07 13:00:00,20190107,13,230,40,40,90,83,,75,0,20,0,-1,10286,50,8.0,94,22.0,7,0,1,0,0,0,52841.0,55655.0,29.91
157,2019-01-07 14:00:00,20190107,14,240,40,40,80,85,,67,0,6,0,-1,10280,63,8.0,88,23.0,7,0,1,0,0,0,52463.0,55538.0,29.2
158,2019-01-07 15:00:00,20190107,15,240,50,50,100,85,,64,0,3,0,0,10268,65,8.0,86,2.0,7,0,0,0,0,0,52487.0,55642.0,29.23
159,2019-01-07 16:00:00,20190107,16,230,50,60,100,81,,63,0,1,0,-1,10259,63,8.0,88,51.0,7,0,1,0,0,0,53352.0,55861.0,29.57
160,2019-01-07 17:00:00,20190107,17,230,60,60,110,78,,63,0,0,0,-1,10250,63,8.0,89,57.0,7,0,1,0,0,0,55539.0,56716.0,31.0
161,2019-01-07 18:00:00,20190107,18,240,60,60,110,78,75.0,68,0,0,0,-1,10238,50,8.0,93,23.0,7,0,1,0,0,0,61712.0,59220.0,32.49
162,2019-01-07 19:00:00,20190107,19,240,60,60,110,84,,73,0,0,0,0,10227,62,8.0,92,,5,0,0,0,0,0,61129.0,56826.0,34.34
163,2019-01-07 20:00:00,20190107,20,240,60,60,110,85,,80,0,0,5,8,10215,33,8.0,96,58.0,7,0,1,0,0,0,59664.0,54525.0,32.33
164,2019-01-07 21:00:00,20190107,21,280,60,50,120,94,,84,0,0,7,5,10205,62,8.0,93,23.0,7,0,1,0,0,0,57020.0,52233.0,31.44
165,2019-01-07 22:00:00,20190107,22,270,60,70,130,101,,70,0,0,0,0,10197,70,8.0,81,,5,0,0,0,0,0,54164.0,49817.0,28.94
166,2019-01-07 23:00:00,20190107,23,290,70,60,170,90,,56,0,0,0,-1,10197,69,2.0,79,23.0,7,0,1,0,0,0,50845.0,47154.0,29.69
167,2019-01-08 00:00:00,20190107,24,280,60,50,130,82,73.0,42,0,0,0,0,10195,66,3.0,75,3.0,7,0,0,0,0,0,47076.0,44363.0,27.01
168,2019-01-08 01:00:00,20190108,1,290,60,60,110,79,,40,0,0,0,0,10189,66,0.0,76,,5,0,0,0,0,0,44952.0,42631.0,18.91
