,loss,val_loss,lr
0,0.22579620778560638,0.28716498613357544,9.999999974752427e-07
1,0.05445421487092972,0.023783909156918526,6.759999814676121e-05
2,0.017473971471190453,0.01974242553114891,0.00013420000323094428
3,0.013470586389303207,0.015295309945940971,0.00020080000103916973
4,0.01203414797782898,0.012478549033403397,0.0002673999988473952
5,0.011415494605898857,0.011201038025319576,0.00033400001120753586
6,0.010966422036290169,0.010846739634871483,0.0004005999944638461
7,0.010767294093966484,0.01054366771131754,0.00046720000682398677
8,0.010424556210637093,0.010127024725079536,0.000533799990080297
9,0.01010035164654255,0.009785834699869156,0.0006003999733366072
10,0.0098162442445755,0.009700593538582325,0.0006670000148005784
11,0.009504192508757114,0.009476698003709316,0.0007335999980568886
12,0.009172949939966202,0.009387978352606297,0.0008001999813131988
13,0.009069150313735008,0.009276214987039566,0.0008668000227771699
14,0.008876546286046505,0.009029833599925041,0.0009334000060334802
15,0.00872571486979723,0.009426997974514961,0.0010000000474974513
16,0.008647696115076542,0.009256740100681782,0.0009936667047441006
17,0.008557364344596863,0.00884403195232153,0.0009873333619907498
18,0.00844684150069952,0.009091190993785858,0.000981000019237399
19,0.008371063508093357,0.009065954014658928,0.0009746666764840484
20,0.008319628424942493,0.009174601174890995,0.0009683333337306976
21,0.008246608078479767,0.009091632440686226,0.0009619999909773469
22,0.008192727342247963,0.009005218744277954,0.0009556666482239962
23,0.008145046420395374,0.00883710291236639,0.0009493333054706454
24,0.00808712001889944,0.008915558457374573,0.0009430000209249556
25,0.007998107001185417,0.008880401030182838,0.0009366666781716049
26,0.007948577404022217,0.008908268995583057,0.0009303333354182541
27,0.007894596084952354,0.008674291893839836,0.0009239999926649034
28,0.007792521733790636,0.00878833420574665,0.0009176666499115527
29,0.007790522184222937,0.008804885670542717,0.0009113333071582019
30,0.007694368716329336,0.008732026442885399,0.0009050000226125121
31,0.007625715807080269,0.008725644089281559,0.0008986666798591614
32,0.007546992041170597,0.008687994442880154,0.0008923333371058106
33,0.007453419268131256,0.00887809693813324,0.0008859999943524599
34,0.0074379113502800465,0.008657330647110939,0.0008796666515991092
35,0.007210587151348591,0.008954610675573349,0.0008733333088457584
36,0.007085568271577358,0.00899768341332674,0.0008670000243000686
37,0.0068845851346850395,0.009419437497854233,0.0008606666815467179
38,0.006525860633701086,0.010515555739402771,0.0008543333387933671
39,0.006046069320291281,0.011530749499797821,0.0008479999960400164
40,0.005526327062398195,0.01288793608546257,0.0008416666532866657
41,0.004936520010232925,0.013395814225077629,0.0008353333105333149
42,0.004530567675828934,0.01395789161324501,0.0008290000259876251
43,0.004201900213956833,0.014216919429600239,0.0008226666832342744
